,Age dependency ratio (% of working-age population),CPIA gender equality rating (1=low to 6=high),"Central government debt, total (% of GDP)","Energy imports, net (% of energy use)",GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)","Literacy rate, adult total (% of people ages 15 and above)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),"Unemployment, male (% of male labor force) (national estimate)",Urban population (% of total population)
1972,57.1902082085568,,,9.45419844939678,1.62841651825939,0.0320089147512164,64.2447859149364,,1.82380952380952,4.999999999e-11,50.4570037187866,,14.0356431972715,,79.743
1973,57.5076504015073,,,14.2269567324563,2.81175403849035,1.16290357603461,65.535287370144,,1.84857142857143,4.999999999e-11,50.5091849977671,,13.3221685115576,,80.158
1974,57.9132089064774,,,14.9553402347754,5.5338043957736,3.81225224716344,30.630441370412,,1.65918367346939,4.999999999e-11,50.5580438367155,,13.1915798576321,,80.567
1975,58.3864821235626,,,14.7438301022275,-0.0284121037110907,-1.62320618621685,197.697364543187,,2.04195804195804,3.65749999995e-10,50.5985887744841,,11.8027242947756,,80.969
1976,58.9675879453518,,,16.5450567208518,-2.01825151683394,-3.53995334802055,438.322779739816,,3.78129117259552,1.3998333333316702e-09,50.6314158477024,,15.0968846242519,,81.366
1977,59.6529069513677,,,14.3631993894218,6.93414775653342,5.25406554729264,159.42717769645,,4.00860009555662,4.07633333332834e-09,50.6602175643264,,16.942286567935,,81.755
1978,60.3878298432888,,,12.8437011264304,-4.50612480201359,-6.0207877961285,161.372172004157,,4.71914405808177,7.957499999995831e-09,50.6828797031183,,14.3237963724369,,82.139
1979,61.1212136531302,,,11.5558254911682,10.2227634638681,8.47665216535873,147.377044034473,,4.67335625570135,1.31696666666408e-08,50.6995964364766,,12.8406846411368,,82.516
1980,61.8360931237676,,,7.16871495328276,1.51878394990179,-0.0856397028385061,95.7904246128352,94.0,3.09895833333333,1.83715833333225e-08,50.7138400825144,,11.5456724606844,,82.887
1981,62.5270329198226,,,3.37339318668341,-5.18978914135593,-6.69655885721481,105.276366380064,94.0,3.46534653465347,4.40269166666725e-08,50.7280452448656,,14.2929774788834,,83.313
1982,63.1125476534823,,,2.65154295803259,-0.735659159103619,-2.31535975378387,194.535299663443,94.0,2.70455793520044,2.59225333333263e-07,50.742509895067,,15.6114860999886,4.38,83.759
