,Age dependency ratio (% of working-age population),CPIA gender equality rating (1=low to 6=high),"Central government debt, total (% of GDP)","Energy imports, net (% of energy use)",GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)","Literacy rate, adult total (% of people ages 15 and above)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),"Unemployment, male (% of male labor force) (national estimate)",Urban population (% of total population)
1968,93.4021741882859,,,,6.28556212963629,3.00122354214309,0.889836908635644,,1.47320294640589,7.14286000614286,50.6287971419315,,,,6.804
1969,93.7800628339241,,,,3.26163984438857,-0.0933021874698738,1.7240539879611,,1.73497763269254,7.14286000614286,50.5907399878804,,,,7.311
1970,94.2165607515971,,,,-46.4330351414871,-48.20471577395,3.52049574624573,,2.29997819925877,7.14286000614286,50.5555679902833,,,,7.852
1971,94.6877773437897,,,9.29423801668862,3.90146077101619,0.406481520825338,2.97053771045424,,3.09761565111066,7.14286000554762,50.5227088097513,,,,8.431
1972,95.0346492650089,,,9.95710663699424,7.11531519183237,3.42036091375211,6.27553755521015,,3.43268886501969,7.142899999,50.4883278615022,,,,9.048
1973,95.380779086353,,,10.1791922278759,6.19196242050393,2.48589160569772,10.4455348010364,,4.17461650003816,7.02144666566667,50.4561561577767,,,,9.704
1974,95.8970907797272,,,9.31303685604501,2.11339071824315,-1.45611358386584,19.5373650689805,,5.3551331749406,7.13498333233333,50.4287725643136,,,,10.403
1975,96.4444926476164,,,8.44204736784199,3.98942559802084,0.324336164089516,14.3032786378808,,5.36005470517069,7.36679166566667,50.4030241980583,,,,11.146
1976,96.9676010270055,,,9.06024655546001,3.30601216563538,-0.344856273571452,24.3361209926008,,4.68897170236291,8.37677499941667,50.3805222329309,,,,11.937
1977,97.5090514449874,,,8.61053762059106,0.0495928503172962,-3.4796331153766,18.1608173906812,,5.47665234862131,8.2892083325,50.3631288988735,,,,12.773
1978,98.2159144637489,,,8.96099881649135,2.08400760208103,-1.44702786800266,9.15991019287219,,10.1091112561783,7.712049999,50.3545671626049,,,,13.659
