Age dependency ratio (% of working-age population),GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),Urban population (% of total population)
49.143255258822286,5.475435916491733,4.952431578201072,3.792594320806586,0.5480762818420579,101.804812544702,49.1336894300538,3.599409729878676,94.73859049460438,67.982
