Age dependency ratio (% of working-age population),GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),Urban population (% of total population)
69.80165670554003,-5.089308720715323,-7.349844197205328,-7.6475201984584515,1.09726208496911,606.569750165917,47.2340381770659,,61.443281519042,74.448
