Age dependency ratio (% of working-age population),GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),Urban population (% of total population)
84.38990117071312,5.069523532033941,2.178850250932072,2.7482118939375653,1.092190045588,2297.76422623792,50.4428086106425,,38.21203480634453,37.409
