Age dependency ratio (% of working-age population),GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),Urban population (% of total population)
44.414481053557004,5.044890510618075,3.7876483450496607,30.49314012211872,2.5858676814208,42000.0,49.164265738438,,52.18017581144344,77.257
