Age dependency ratio (% of working-age population),GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),Urban population (% of total population)
47.74416864872872,2.0721329280316354,1.340555987462679,5.4187912495370085,0.9966562333414164,,50.7824794232002,,46.78238229446152,81.40584691650419
