Age dependency ratio (% of working-age population),GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),Urban population (% of total population)
56.570861285185295,5.546388614375815,4.22439150554608,4.6597228596238125,1.9070574533579483,,49.27368079663705,,56.29775978947455,40.96669552160366
